Document Title,Abstract,Year,PDF Link,label
A Model for Measurement and Analysis of the Workflow Processes,"This paper presents all approach based on 3-layered model that may be useful for analysis and measurement of workflow processes. The workflow system can evaluate a state of the products or services ill each point of processing and is divided into three layers (sources, workflow management system and workflow processes), whereas each layer covers the processing of its specific tasks.",2009,,no
Evaluating Generalized Semi Markov Process Model of SoC Bus Architectures using HCFG,"This paper presents an efficient approach based on Hierarchical Concurrent Flow Graph (HCFG) for performance evaluation of single shared bus architecture and hierarchical bus bridge architecture. The formulation is based on generalized semi Markov process model of these architectures. In particular, we focus on building model for a single shared bus architecture and extend the approach to model architecture consisting of hierarchical buses connected through bus bridge. Our modeling approach provides early estimation of performance parameters viz, memory bandwidth, processor utilization, average queue length and average waiting time. We validate the proposed modeling and evaluation approach by comparing the results of evaluation against those that are obtained by SystemC simulation of the same communication architectures under consideration. The HCFG approach is not only time efficient but also provides much detailed evaluation of stochastic properties of performance parameters as compared to SystemC simulation. To illustrate the efficacy of the approach, we compare the results with the results available in the literature for some more examples.",2009,,no
WORKFLOW BASED PROCESS MODELING FOR OPTICAL COORDINATE MEASUREMENT,This paper presents in detail the relevance and the potential of a novel approach for process modeling in creation of fixed sequences of various measurement steps using optical coordinate measurement devices.,2009,,no
Target Based Software Process Evaluation Model and Application,"This paper presents the target-based software process evaluation model (TSPEM) with the decomposition and analysis of the orgnization goals and application of tipical technology of statistical prosess control (SPC). This paper also achieves assesment of each subprocess by analyzing the mappin relationship among orgnization goals, metric indicators and subprocesses. At the end of this paper, an example is provided as the application of this model.",2009,10.1109/ICIC.2009.34,no
Machining Process Language Understanding in 3D Process Modeling,"This paper proposed to get 3D process model and final part through by process language understanding and graphics understanding. Based on the characteristics and structure of the machining process language, machining process language could be represented by ""four elements"". Then constructed the knowledge base based on ontology. Through dividing the process statements into five ""blocks"" and extracting the process semantic information, proposed a process language understanding method. At last, combined with the graphics understanding, we developed a prototype system and gave a case. The result showed that the method was effective.",2009,10.1109/CADCG.2009.5246847,no
Discrete State Change Model of Manufacturing Quality to Aid Assembly Process Design,"This paper proposes a representation model of the quality state change in an assembly process that can be used in a computer-aided process design system. In order to formalize the state change of the manufacturing quality in the assembly process, the functions, operations, and quality changes in the assembly process are represented as a network model that can simulate discrete events. This paper also develops a design method for the assembly process. The design method calculates the space of quality state change and outputs a better assembly process (better operations and better sequences) that can be used to obtain the intended quality state of the final product. A computational redesigning algorithm of the assembly process that considers the manufacturing quality is developed. The proposed method can be used to design an improved manufacturing process by simulating the quality state change. A prototype system for planning an assembly process is implemented and applied to the design of an auto-breaker assembly process. The result of the design example indicates that the proposed assembly process planning method outputs a better manufacturing scenario based on the simulation of the quality state change.",2009,10.1299/jamdsm.3.378,no
"Intelligent Laboratory Resource Supply Chain Conceptual Network Model with Process and Information Integration, Visibility and Flexibility","This paper proposes a web-based laboratory resource supply chain conceptual model for an educational institution to increase the process and information integration, visibility and flexibility. The proposed model utilizes a reasoning engine with fuzzy, parallel fuzzy rules, and de-fuzzy processes to decide the optimal purchase ordering quantity and the best constant stocks in the laboratory. The fuzzy takes the crisp input data through the characteristic function and maps the input data into its corresponding membership degree. The fuzzy rules are processed with different degree of membership and all rules in the system are processed before triggering an action. The de-fuzzy takes each item's purchase ordering degree of membership through the singleton output membership function and generates corresponding crisp data. The model allows users keying in their required experimental materials via the Web Site, uses the database management system to integrate all related information, and applies the fuzzy reasoning engine to generate the final purchase order reports to support the executor making the optimal decisions.",2009,,no
"Enhanced AP-PE-CVD Process Understanding and Control by Application of Integrated Optical, Electrical and Modelling Diagnostics","This paper reports the use of a multiple thrust methodology to monitor the atmospheric pressure plasma-enhanced chemical vapour deposition (PE-CVD) of silica films on glass. Simultaneous spectroscopic analysis: optical emission spectroscopy, FT-IR spectroscopy and in situ near-infrared laser diode spectroscopy have been combined with electrical measurements to investigate the plasma during the deposition process. The experimentation has been carried out as a chemometric design so as to derive statistical models tying the affected variables to the measured results. Initial results confirm the viability of this approach for improved process understanding, process control and enhanced design capabilities.",2009,10.1002/ppap.200931608,no
Callous-Unemotional Traits and Social Information Processing: Multiple Risk-Factor Models for Understanding Aggressive Behavior in Antisocial Youth,"This study examined multiple risk factor models of links among callous-unemotional traits, aggression beliefs, social information processing, impulsivity, and aggressive behavior in a sample of 150 antisocial adolescents. Consistent with past research, results indicated that beliefs legitimizing aggression predicted social information processing biases and that social information processing biases mediated the effect of beliefs on aggressive behavior. Callous-unemotional traits accounted for unique variance in aggression above and beyond effects of more established risk factors of early onset of antisocial behavior, social information processing, and impulsivity. These findings add to recent research showing that callous-unemotional traits are a unique risk factor associated with aggression and criminal offending and suggest that targeting both affective and cognitive vulnerabilities may enhance clinical intervention with antisocial youth.",2009,10.1007/s10979-008-9171-7,no
Activity and Information Modeling of Comprehensive Assessment for Sustainable Process Design,"This study presents an activity model for sustainable process design with comprehensive assessment integrating risk assessment (RA) and life cycle assessment (LCA). The type-zero method of Integrated DEFinition language, or IDEF0 and the Unified Modeling Language for information system, or UML, were applied for enabling systematic and effective development of procedure and information infrastructure of such comprehensive assessment in process design. Integration of different assessment can be fulfilled by these modeling. In this study, to demonstrate the proposed model, a case study is performed on metal cleaning process where various chemical substances have been utilized.",2009,,no
An interpretability-guided modeling process for learning comprehensible fuzzy rule-based classifiers,"This work presents a new process for building comprehensible fuzzy systems for classification problems. Firstly, a feature selection procedure based on crisp decision trees is carried out. Secondly, strong fuzzy partitions are generated for all the selected inputs. Thirdly, a set of linguistic rules are defined combining the previously generated linguistic variables. Then, a linguistic simplification procedure guided by a novel interpretability index is applied to get a more compact and general set of rules without losing accuracy. Finally, an efficient and simple local search strategy increases the system accuracy while preserving the high interpretability. Results obtained in several benchmark classification problems are encouraging because they show the ability of the new methodology for generating highly interpretable fuzzy rule-based classifiers while yielding accuracy comparable to that achieved by other methods like neural networks and C4.5.",2009,10.1109/ISDA.2009.24,no
Voyage without constellation: evaluating the performance of three uncalibrated process-oriented models,"Three process-oriented dynamic acidification models were applied to a long-term monitoring site without calibration to evaluate the influence of model structural differences on simulation. The models were simplified to share as many commonalities as possible so that the main structural differences could be investigated. The models differed in sub-models for cation exchange, organic acids and acid anion speciation. All models were populated with 'equivalent' parameters by systematic input mapping. The influence of input variability was addressed through Monte Carlo parameter sampling. The three models behaved exactly the same for tracers (e. g. sulphate and chloride), indicating successful cross-parameterization of the models. Differences in model structure had an impact on some of the simulated chemical parameters. In particular, models using Gapon cation exchange simulated higher base saturation levels in the long run than their Gaines-Thomas counterparts, but simulated lower base cation concentration and acid neutralizing capacity in soil solution when acid deposition levels were high. Multiple-model evaluation frameworks as presented here allow for greater certainty in model predictions; ultimately, this type of framework should be employed when evaluating the impacts of future climate and environmental changes on soil and surface water hydrogeochemistry.",2009,10.2166/nh.2009.085,no
A comprehensive model of the process of telephone nursing,"Title. A comprehensive model of the process of telephone nursing. Aim. This paper is a report of a study conducted to develop a theoretical model of the process nurses use to deliver care over the telephone. Background. Telephone nursing is practised internationally in diverse settings, and research has shown it to be an effective service. Although studies have identified important variables that influence the practice, the telephone nursing process in its entirety has not been described. Method. In this grounded theory study, data were collected from ten experienced telephone nurses from four different sites using semi-structured interviews. Concurrent data collection and analysis took place in 2005. A cumulative process of theoretical sampling and constant comparison was used to identify initial concepts, and then expand, validate, and clarify them until the concepts and relationships were fully developed. The findings were validated through peer and participant review. Findings. Telephone nursing is a dynamic and goal-oriented process consisting of three phases: gathering information, cognitive processing, and output. While generally sequential, the phases can be simultaneous or recurring in response to caller needs. Interpreting takes place throughout the call; that is, the nurse translates data from the caller into healthcare information and healthcare information into caller language. Factors shaping the process are call prioritization and level of complexity, resource availability, and the nurse's need for validation. Conclusion. Telephone nursing training and practice should emphasize gathering information, using implicit and explicit information to identify client needs, and translating healthcare information back into language comprehensible to clients.",2009,10.1111/j.1365-2648.2009.05132.x,no
Modelling of the Flow Distribution on a Porous Material in a PEMFC and Image Processing Validation,"To determine the adequateness of the material, a model based on the analogy between fluidic and electric flows is proposed to analyse the flow distribution on a porous-media bipolar plate. The model shows higher flow in the periphery than in the central area. It also shows that this difference depends on the ratio between the hydraulic resistance of the porous media and that of the collectors/distributors. The proposed model and the results of the experimental work performed can be used for the design of porous material for PEMFC bipolar plates. The theoretical results are validated by image analysis techniques, which process the patterns obtained when passing a coloured fluid through the porous-media. The acquired images were processed, to calculate approximate flow speeds at different locations on the bipolar plate, which are compared to the model predictions. The images were also processed to obtain a visual representation of the flow distribution.",2009,,no
Modeling and Simulating the Quality of Sequential Iterative Development Processes,"To effectively manage and improve the product developing process quality, a quantitative quality model is proposed for sequential iterative processes. To estimate and manage the expected process quality, a quality estimate simulation model and a quality improvement simulation model are established. Experiment results for process quality estimate and improvement are presented by an example of software test process.",2009,10.1109/ITCS.2009.289,no
Structural modeling of mutant alpha-glucosidases resulting in a processing/transport defect in Pompe disease,"To elucidate the mechanism underlying transport and processing defects from the viewpoint of enzyme folding, we constructed three-dimensional models of human acid a-glucosidase encompassing 27 relevant amino acid substitutions by means of homology modeling. Then, we determined in each separate case the number of affected atoms, the root-mean-square distance value and the solvent-accessible surface area value. The analysis revealed that the amino acid substitutions causing a processing or transport defect responsible for Pompe disease were widely spread over all of the five domains comprising the acid a-glucosidase. They were distributed from the core to the surface of the enzyme molecule, and the predicted structural changes varied from large to very small. Among the structural changes, we paid particular attention to G377R and G483R. These two substitutions are predicted to cause electrostatic changes in neighboring small regions on the molecular surface. The quality control system of the endoplasmic reticulum apparently detects these very small structural changes and degrades the mutant enzyme precursor (G377R), but also the cellular sorting system might be misled by these minor changes whereby the precursor is secreted instead of being transported to lysosomes (G483R). Journal of Human Genetics (2009) 54, 324-330; doi:10.1038/jhg.2009.32; published online 3 April 2009",2009,10.1038/jhg.2009.32,no
Modeling Efficiency at the Process Level: An Examination of the Care Planning Process in Nursing Homes,"To examine the efficiency of the care planning process in nursing homes. We collected detailed primary data about the care planning process for a stratified random sample of 107 nursing homes from Kansas and Missouri. We used these data to calculate the average direct cost per care plan and used data on selected deficiencies from the Online Survey Certification and Reporting System to measure the quality of care planning. We then analyzed the efficiency of the assessment process using corrected ordinary least squares (COLS) and data envelopment analysis (DEA). Both approaches suggested that there was considerable inefficiency in the care planning process. The average COLS score was 0.43; the average DEA score was 0.48. The correlation between the two sets of scores was quite high, and there was no indication that lower costs resulted in lower quality. For-profit facilities were significantly more efficient than not-for-profit facilities. Multiple studies of nursing homes have found evidence of inefficiency, but virtually all have had measurement problems that raise questions about the results. This analysis, which focuses on a process with much simpler measurement issues, finds evidence of inefficiency that is largely consistent with earlier studies. Making nursing homes more efficient merits closer attention as a strategy for improving care. Increasing efficiency by adopting well-designed, reliable processes can simultaneously reduce costs and improve quality.",2009,10.1111/j.1475-6773.2008.00895.x,no
Mission Reliability Model and Indexes Evaluation of Discrete Processing System,"To improve the productivity and mission availability of discrete processing system, a mission reliability model is presented and the modeling method is introduced. During the modeling, producing unqualified products is defined as the failure of processing system. Both equipment failures and processing failures including handlers, methods, materials, etc, which will result in unqualified products, are considered synchronously. The connections between each failure unit are also built. The reliability indexes are proposed based on the mission reliability model and the calculation method are researched. Finally, the mission reliability model of an actual manufacturing process of a certain product is built, and the relevant indexes are calculated and evaluated.",2009,,no
"4K-cells Resistive and Charge-Base-Capacitive Measurement Test Structure Array (R-CBCM-TSA) for CMOS Logic Process Development, Monitor and Model","To maximize the design efficiency of the test chip area and maintain the high accuracy measurement requirement of resistors and capacitors, a 4K-cells resistive and charge-base capacitive test structure array is designed for CMOS logic process development, monitor and model. The test chip utilizes 4-terminal (one of 4 is strongly grounded) Kelvin force/sense measurement for resistive-type and charge-base capacitance measurement (CBCM) for capacitive-type test structures. With the aid of memory-addressing design scheme, any one of the device-under-test in an array can be randomly or sequentially selected for testing with all of them sharing a common probe pad group. To accelerate the testing speed, the address control signals of 8 test structure array are connected in parallel for synchronized parallel testing. A 32x16x8 test structure array has been implemented by utilizing a state-of-the-art logic process to demonstrate design feasibility. The results confirm the excellence of this architecture in measurement with 0.1fF for capacitive and 0.1ohm for resistive systematic errors, and 7 times testing speed improvement.",2009,10.1109/ICMTS.2009.4814645,no
Modelling dynamic value streams in support of process design and evaluation,"To remain competitive, most manufacturing enterprises (MEs) need cost-effective and responsive business processes with capability to realise multiple value streams specified by changes in customer needs. Models of MEs can play a critical role in enabling enhanced enterprise process and systems design and change based on analysis of their performance, and ongoing management and control of their operation. Typical models of MEs can provide reusable computational representations of organisational structures, processes, information, resources and related value flows in an enterprise. This paper presents a dynamic modelling approach to value stream mapping which enhances current best practice when reasoning about changing process and resource systems requirements. Here, coherent use of enterprise and simulation modelling techniques were deployed to develop value streams of a case study enterprise which is a make-to-order furniture manufacturing SME. The paper explains how models created during the modelling stages were validated and reused as a basis for informed SME decision making in relation to product realisation strategies and related organisation design and change decisions and actions.",2009,10.1080/09511920802527574,no
Fuzzy intelligent quality monitoring model for X-ray image processing,"Today's imaging diagnosis needs to adapt modern techniques of quality engineering to maintain and improve its accuracy and reliability in health care system. One of the main factors that influences diagnostic accuracy of plain film X-ray on detecting pathology is the level of film exposure. If the level of film exposure is not adequate, a normal body structure may be interpretated as pathology and vice versa. This not only influences the patient management but also has an impact on health care cost and patient's quality of life. Therefore, providing an accurate and high quality image is the first step toward an excellent patient management in any health care system. In this paper, we study these techniques and also present a fuzzy intelligent quality monitoring model, which can be used to keep variables from degrading the image quality. The variables derived from chemical activity, cleaning procedures, maintenance, and monitoring may not be sensed, measured, or calculated precisely due to uncertain situations. Therefore, the gamma-level fuzzy Bayesian model for quality monitoring of an image processing is proposed. In order to apply the Bayesian concept, the fuzzy quality characteristics are assumed as fuzzy random variables. Using the fuzzy quality characteristics, the newly developed model calculates the degradation risk for image processing. A numerical example is also presented to demonstrate the application of the model.",2009,10.3233/XST-2009-0228,no
A Total Quality Management Model for the Construction Process under ISO 9000,"Total Quality Management (TQM) means ""business excellence"". It is defined as both a quality management philosophy and a set of guiding principles that foster an organizational culture and participation of all members of the organization aiming at long-term success through customer satisfaction and continuous improvement of products or services, and benefits to all the members and society. In the paper, a TQM model and the quality management system have been developed in an attempt to integrate the eight principles of ISO 9000, the five standard modules of ISO 9001, the TQM techniques, and the six performances indicators (i.e., quality, cost, time, safety, communication and morale) into construction practice. Under the standards with respect to the model developed in the paper, good relationship between contractors and clients is established by having well-defined and mutually agreed requirements for the product and service. Thus, the system will result in better quality of works, more efficient allocation of resources, less of materials, and, the most important of all, better site safety.",2009,,no
Trajectory Processing Under Incomplete Measurement Situation Using a Sparse Representation Model,"Under the incomplete measurement situation, how to get a smoothing trajectory with high precision is an important problem. In this article, a fusion method based on the Error Model Best Estimate of Trajectory (EMBET) algorithm is proposed to handle the incomplete measurement problem by using a sparse representation model for trajectory of reentry target. And the sparse representation model of trajectory is built by analyzing the dynamic characteristics of launch vehicles. Simulations show the effectiveness of the proposed method.",2009,,no
QUALITY MANAGEMENT IN KNOWLEDGE INTENSIVE BUSINESS PROCESSES Development of a Maturity Model to Measure the Quality of Knowledge Intensive Business Processes in Small and Medium Enterprises,"Up to now the isolated tools for quality, business process, and knowledge management can be integrated to develop a suitable structure for SMEs to measure and gradually build up the competence for knowledge processing. A maturity model is being developed for SMEs to measure and assess the quality of their business processes. This enables the companies to determine their existing status, and to take the necessary actions for the competence development of their business processes, which should contribute to the attainment of their knowledge management goals.",2009,,no
Impact assessment of climate change on rice production in Asia in comprehensive consideration of process/parameter uncertainty in general circulation models,"We assessed the impact of climate change oil rice production in Asia in comprehensive consideration of the process/parameter uncertainty ill general circulation models (GCMs). After inputting future Climate scenarios based oil the projections of GCMs for three Special Report oil Emissions Scenarios (SRES) (18 GCMs for A1B, 14 GCMs for A2, and 17 GCMs for B1) into a crop model, we calculated the average change in production (A(CP)), the standard deviation of the change in production (SDCP), and the probability of a production decrease (P-PD) for each SIRES scenario, taking into account the effect of CO2 fertilization. In the 2020s, P-PD, values were high for all SRES scenarios because the negative impacts of climate change were larger than the positive effects of CO2 fertilization in almost all climate scenarios in the near future. This Suggests that it will he necessary to take immediate adaptive actions, regardless of the emission scenario, ill the near future. In the 2080s, there were large differences in A(CP), SDCP, and P-PD among the SIRES scenarios. The scenario with the highest atmospheric CO2 concentration, A2, showed a notable decrease in production and a high P-PD in the 2080s compared with the other scenarios, despite having the largest CO2 fertilization effect. In addition, A2 had the largest SDCP, among the SIRES scenarios. On the other hand, the scenario with the lowest atmospheric CO2 concentration, B1, showed a small decrease in production, and a Much smaller SDCP and a much lower P-PD, than in the case of A2. These results for the 2080s Suggest that a reduction ill CO2 emissions in the long term has great potential not only to mitigate decreases in rice production, but also to reduce the uncertainty in these changes. (C) 2009 Elsevier B.V. All rights reserved.",2009,10.1016/j.agee.2009.02.004,no
Model selection for Levy measures in diffusion processes with jumps from discrete observations,"We deal with parametric inference and selection problems for jump components in discretely observed diffusion processes with jumps. We prepare several competing parametric models for the Levy measure that might be misspecified. and select the best model from the aspect of information criteria. We construct quasi-information criteria (QIC), which are approximations of the information criteria based on continuous observations. (C) 2008 Elsevier B.V. All rights reserved.",2009,10.1016/j.jspi.2008.05.009,no
A semi-Markov multistate model for estimation of the mean quality-adjusted survival for non-progressive processes,"We discuss the estimation of the expected value of the quality-adjusted survival, based on multistate models. We generalize an earlier work, considering the sojourn times in health states are not identically distributed, for a given vector of covariates. Approaches based on semiparametric and parametric (exponential and Weibull distributions) methodologies are considered. A simulation study is conducted to evaluate the performance of the proposed estimator and the jackknife resampling method is used to estimate the variance of such estimator. An application to a real data set is also included.",2009,10.1007/s10985-008-9106-0,no
A BRANCHING PROCESS MODEL FOR FLOW CYTOMETRY AND BUDDING INDEX MEASUREMENTS IN CELL SYNCHRONY EXPERIMENTS,"We present a flexible branching process model for cell population dynamics in synchrony/time-series experiments used to study important cellular processes. Its formulation is constructive, based on an accounting of the unique cohorts in the population as they arise and evolve over time, allowing it to be written in closed form. The model can attribute effects to subsets of the population, providing flexibility not available using the models historically applied to these populations. It provides a tool for in silico synchronization of the population and can be used to deconvolve population-level experimental measurements, such as temporal expression profiles. It also allows for the direct comparison of assay measurements made from multiple experiments. The model can be fit either to budding index or DNA content measurements, or both, and is easily adaptable to new forms of data The ability to use DNA content data makes the model applicable to almost any organism. We describe the model and illustrate its utility and flexibility in a study of cell cycle progression in the yeast Saccharomyces cerevisiae.",2009,10.1214/09-AOAS264,no
Process Data: a Means to Measure Operational Performance and Implement Advanced Analytical Models,"We present the case of an ambulatory clinic in which an operational review was conducted to identify opportunities for efficiency in appointment scheduling and capacity allocation. We required process data to compare that which was planned to that which actually happened and to develop advanced analytical models. Similar to other health care studies, these data proved to be limited or non-existent. Consequently we had to conduct a time-consuming collection of operational metrics. We make recommendations for the perpetual collection of process data for modeling and simulation.",2009,10.3233/978-1-58603-979-0-17,no
A Dynamically Customizable Process-Centered Evaluation Model,"We present the graph operational semantics approach used for defining NiMo nets execution, which mix lazy, data-driven and a weak form of eager evaluation, all in parallel. NiMo is a totally graphic language from the family of higher order typed languages but with a strong data-flow inspiration. Programs are process networks that evolve showing the full state at each execution step and can be dynamically changed or completed. In NiMo parallelization is implicit. The conjunction of two kinds of tags determine which processes are able to act in the same execution step. According to their tag, processes can behave in five modes that can be globally or locally set for each one, and can be also dynamically changed. Combining modes gives a very flexible way to experiment different strategies to increase processor usage, decrease channel population, and achieve subnet synchronization. Together with symbolic execution it also provides the means for generative and multi-stage programming.",2009,10.1145/1599410.1599416,no
The Relation between Students' Epistemological Understanding of Computer Models and their Cognitive Processing on a Modelling Task,"While many researchers in science education have argued that students' epistemological understanding of models and of modelling processes would influence their cognitive processing oil a modelling task, there has been little direct evidence for such ail effect. Therefore, this studs, aimed to investigate the relation between students' epistemological understanding of models and modelling and their cognitive processing (i.e., deep versus surface processing) on a modelling task. Twenty-six students, working in dyads, were observed while working on a computer-based modelling task in the domain of physics. Students' epistemological understanding was assessed on four dimensions (i.e., nature of models, purposes of models, process of modelling, and evaluation of models). Students' cognitive processes were assessed based on their verbal protocols, using a coding scheme to classify their types of reasoning. The outcomes confirmed the expected positive correlation between students' level of epistemological understanding and their deep processing (r = 0.40, p = .04), and the negative correlation between level of epistemological understanding and surface processing (r = -0.51, p = .008). From these results, we emphasise the necessity of considering epistemological understanding in research as well as in educational practice.",2009,10.1080/09500690802192181,no
Modelling and integration of customer flexibility in the order commitment process for high mix low volume production,"With increasing product variety and dynamic demand fluctuation, manufacturing industry is moving towards a high product mix and low order volume production environment. Consequently, the order commitment process is becoming one of the most important processes for manufacturing firms to meet individual customer's needs with limited resources. However, demands for shortened delivery lead time, diverse customer requirements and more frequent customer orders have made the order commitment task more challenging. This paper attempts to tackle these new challenges by incorporating not only manufacturing flexibility but also flexibility from the demand side. Customer flexibility is characterised by customer indifference to certain product attributes and/or delivery schedules. Intuitively, with the consideration of customer flexibility, both manufacturers' and customers' interests can be better served since the solution space of matching demand and supply can be extended beyond the traditional domain purely from a manufacturing perspective. To this end, a systematic approach is developed to characterise and model customer flexibility. A mixed-integer-programming model is formulated to provide optimal order commitment decisions.",2009,10.1080/00207540802266474,no
A Quality Optimization Method for Service Process Model,"With the popularity of Web services, a set of Web services with similar functions but different qualities can be found. Since services are often be composed through a service process model, the way to compose them affects the whole quality of the process model itself. In this paper, a quality optimization method for the service process model is proposed, which takes the structure of service process into account. Based on the proposed quality model, a genetic algorithm is proposed to optimize the service process model.",2009,10.1109/ISPA.2009.39,no
Preserving correctness during business process model configuration,"A configurable process model captures a family of related process models in a single artifact. Such models are intended to be configured to fit the requirements of specific organizations or projects, leading to individualized process models that are subsequently used for domain analysis or solution design. This article proposes a formal foundation for individualizing configurable process models incrementally, while preserving correctness, both with respect to syntax and behavioral semantics. Specifically, assuming the configurable process model is behaviorally sound, the individualized process models are guaranteed to be sound. The theory is first developed in the context of Petri nets and then extended to a process modeling notation widely used in practice, namely Event-driven Process Chains.",2010,10.1007/s00165-009-0112-0,no
Modelling and experimental validation of the hot-gas defrost process of an air-cooled evaporator,"A detailed transient simulation model has been developed to predict and evaluate the performance of the hot-gas defrost process of an air-coil evaporator. In the model, the defrost process is subdivided into six stages: preheating, tube frost melting start, fin frost melting start, air presence, tube-fin water film and dry-heating. In each stage, the control volume is subdivided into systems represented by a single node, which has the representative properties of the system. A finite difference approach was used to solve the model equations. The results include the time required to defrost, the distribution of the energy during defrost process, the instantaneous refrigerant properties and the instantaneous fin and tube temperature distribution. The results are compared with experimental data obtained in a local storage facility under actual operating conditions and also using data available in the literature. The model results substantially agree with the experimental data in both cases. (C) 2010 Elsevier Ltd and IIR. All rights reserved.",2010,10.1016/j.ijrefrig.2009.12.027,no
A Trust Evaluation Model using Controlled Markov Process for MANET,"A distributed trust evaluation model is presented for MANETs by which uncertainties of trust are transformed into probability vectors giving the probability distribution of trust levels. The system evolves over time as a finite-state Markov process with variant transition matrixes. We attempt to predict the trustworthiness values of entities that are determined by their inherent error patterns. The Markov process is associated to a Bonus-Malus System and controlled by the estimated error patterns of individual entities involved. As well, an iteration algorithm is designed to prevent inaccurate predictions for trust values because of the properties of Markov process. The simulation results demonstrate that our model is able to predict local trust successfully for entities in MANETs by estimating their actual error patterns accurately.",2010,,no
Control of Process Operations and Monitoring of Product Qualities through Generic Model-based in Batch Cooling Crystallization,"A generic model-based framework has been developed for crystallization processes, with applications aiming at the control of process operations and the monitoring of product quality. This generic model-based framework allows the systematic development of a wide range of crystallization models for different operational scenarios. This enables the design and control engineers to analyze various crystallization operations and conditions, thus facilitating the development of process control and monitoring systems (PAT systems) for crystallization processes. The generic framework has been implemented in the ICAS-PAT software which allows the user to design and validate PAT systems through a systematic computer-aided framework. The application of the framework is highlighted for batch cooling crystallization of paracetamol where the framework was applied for design of a process monitoring and control system to obtain a desired crystal size distribution (CSD).",2010,,no
High efficiency chemical energy conversion system based on a methane catalytic decomposition reaction and two fuel cells: Part I. Process modeling and validation,"A highly efficient integrated energy conversion system is built based on a methane catalytic decomposition reactor (MCDR) together with a direct carbon fuel cell (DCFC) and an internal reforming solid oxide fuel cell (IRSOFC). In the MCDR, methane is decomposed to pure carbon and hydrogen. Carbon is used as the fuel of DCFC to generate power and produce pure carbon dioxide. The hydrogen and unconverted methane are used as the fuel in the IRSOFC. A gas turbine cycle is also used to produce more power output from the thermal energy generated in the IRSOFC. The output performance and efficiency of both the DCFC and IRSOFC are investigated and compared by development of exact models of them. It is found that this system has a unique loading flexibility due to the good high-loading property of DCFC and the good low loading property of IRSOFC. The effects of temperature, pressure, current densities, and methane conversion on the performance of the fuel cells and the system are discussed. The CO(2) emission reduction is effective, up to 80%, can be reduced with the proposed system. (C) 2010 Elsevier B.V. All rights reserved,",2010,10.1016/j.jpowsour.2010.04.047,no
Research on Knowledge Transfer Process and Performance Evaluation Model among Supply Chain Members,"A knowledge transfer process model among supply chain members is proposed. The relationship between factors of influencing knowledge transfer and knowledge transfer performance is discussed with the methods of theoretical and quantitative analysis. The results show that the knowledge transfer among supply chain members can be divided into three levels, including between supply chain and external environment, between members of supply chain, and organization's internal knowledge transfer. Knowledge transfer performance among supply chain members is affected by knowledge characteristics, communication and trust degree among supply chain members, supply chain members' knowledge absorptive capacity, knowledge transfer channels' richness and knowledge transfer cost. An undirected weighted small-world network model can be used to evaluate the knowledge transfer performance among supply chain members.",2010,,no
A Kernel-Based DfM Model for Process from Layout to Wafer,"A layout design that passes the design rule check (DRC) may still have manufacturing problems today, especially around areas of critical patterns. Thus a design-for-manufacturability (DfM) model, which can simulate the process from designed layout to wafer and predict the final contours, is necessary. A new kind of DfM model called free-element-model (FEM) is proposed in this paper. The framework of FEM is borrowed from the forward process model, which is basically a set of convolution kernels in matrix form, yet the unknown variables are the kernel elements instead of process parameters. The modeling process is transformed into a non-linear optimization problem, with equality constraints which involve norm-2 regulation of kernels and inner production of any two kernels to keep the normalization and orthogonality of optimized kernels. Gradient-based method with Lagrange penalty function is explored to solve the optimization problem to minimize the difference between simulated contours and real contours. The dimension of kernels in FEM is determined by the cutoff frequency and the ambit. Since kernels are calculated by optimization method instead of decomposition of transmission cross coefficient (TCC), every element of kernels becomes a factor to describe the process. FEM is more flexible, and in it all effects that can be integrated into convolution kernels join naturally, such as the resist deviation and asymmetry of the process. No confidential process parameters, for example NA and defocus, appear in FEM explicitly, and thus the encapsulated FEM is suitable for IC manufacturers to publish. Moreover, enhancements and supplements to FEM are discussed in this paper, including the sufficiency of test patterns. In our experiments, DfM models for 2 process lines are generated based on test patterns, and the results show that the simulated shapes have an area error less than 2% compared to the real shapes of test patterns and an area error less than 3% compared to the shapes in typical blocks chosen from chip for verification purpose. The root mean square error of contour deviation between the 2 simulation results from FEM and conventional lithographic model is 10nm in a 65nm process.",2010,10.1117/12.844671,no
Modeling of the Precipitation Process in a Rotating Packed Bed and Its Experimental Validation,"A mixing-precipitation model based on the modified coalescence-redispersion model was presented to describe the flow, mixing, nucleation and growth in a rotating packed bed (RPB). The model was coupled with population balance, mass balance and crystallization kinetics. It predicted well the influence of coalescence probability, which represents the mixing intensity among droplets, on the particle number density, supersaturation and mean particle size of the produced precipitates. The effects of the radial thickness of packing, liquid flow rate and rotating speed on the product particle size were also investigated. The results indicate that the needed radial length of packing is short for sparingly soluble substance precipitation (about 40-50 mm in this work), and the mean particle size of precipitates decreases with the increase of rotating speed and liquid flow rate, respectively. The validity of this model was verified by experiment on BaSO(4) precipitation in APB.",2010,,no
