Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Ontology-guided knowledge retrieval in an automobile assembly environment","The International Journal of Advanced Manufacturing Technology","","44","11 - 12","10.1007/s00170-009-1925-y","Sugato ChakrabartyRahul ChouguleRonald M. Lesperance","2009","http://link.springer.com/article/10.1007/s00170-009-1925-y","Article"
"Guest editorial: special issue on “knowledge extraction from low quality data: theoretical, methodological and practical issues”","Soft Computing","","16","5","10.1007/s00500-011-0765-5","Luciano SánchezInés Couso","2012","http://link.springer.com/article/10.1007/s00500-011-0765-5","Article"
"Real-time monitoring of complex sensor data using wavelet-based multiresolution analysis","The International Journal of Advanced Manufacturing Technology","","39","5 - 6","10.1007/s00170-007-1237-z","Rajesh Ganesan","2008","http://link.springer.com/article/10.1007/s00170-007-1237-z","Article"
"Segmentation and supervised classification of image objects in Epo doping-control","Machine Vision and Applications","","20","4","10.1007/s00138-007-0120-0","Ivan BajlaFrantišek RublíkBarbora ArendackáIgor FarkašKlára HornišováSvorad ŠtolcViktor Witkovský","2009","http://link.springer.com/article/10.1007/s00138-007-0120-0","Article"
"Automated quality control of printed flasks and bottles","Machine Vision and Applications","","22","2","10.1007/s00138-009-0228-5","Enrico GrossoAndrea LagorioMassimo Tistarelli","2011","http://link.springer.com/article/10.1007/s00138-009-0228-5","Article"
"Code aware resource management","Formal Methods in System Design","","42","2","10.1007/s10703-012-0170-4","Krishnendu ChatterjeeLuca de AlfaroMarco FaellaRupak MajumdarVishwanath Raman","2013","http://link.springer.com/article/10.1007/s10703-012-0170-4","Article"
"An automatic intrusion diagnosis approach for clouds","International Journal of Automation and Computing","","8","3","10.1007/s11633-011-0584-2","Junaid ArshadPaul TownendJie Xu","2011","http://link.springer.com/article/10.1007/s11633-011-0584-2","Article"
"Security systems of point-of-sales devices","The International Journal of Advanced Manufacturing Technology","","34","7 - 8","10.1007/s00170-006-0638-8","Chunlei YangGuiyun TianSteve Ward","2007","http://link.springer.com/article/10.1007/s00170-006-0638-8","Article"
"Extracting classification rules based on a cumulative probability distribution approach","Journal of Zhejiang University SCIENCE C","","12","5","10.1631/jzus.C1000205","Jr-shian Chen","2011","http://link.springer.com/article/10.1631/jzus.C1000205","Article"
"Interoperability Test Methodology for ISO 18000-7 Active RFID","Wireless Personal Communications","","65","2","10.1007/s11277-011-0248-0","Ajay OgiralaPeter J. HawrylakMarlin H. Mickle","2012","http://link.springer.com/article/10.1007/s11277-011-0248-0","Article"
"Analyzing reliability for systems with complex structure on multilevel models","Automation and Remote Control","","71","7","10.1134/S0005117910070143","V. S. ViktorovaYu. M. SverdlikA. S. Stepanyants","2010","http://link.springer.com/article/10.1134/S0005117910070143","Article"
"Adaptive support vector machine-based surface quality evaluation and temperature monitoring. Application to billet continuous casting process","The International Journal of Advanced Manufacturing Technology","","67","9 - 12","10.1007/s00170-012-4631-0","Laib dit Leksir YazidBouhouche SalahBoucherit Med SeghirBast Jurgen","2013","http://link.springer.com/article/10.1007/s00170-012-4631-0","Article"
"Clustering-based initialization of Learning Classifier Systems","Soft Computing","","16","7","10.1007/s00500-012-0811-y","Fani A. TzimaPericles A. MitkasJohn B. Theocharis","2012","http://link.springer.com/article/10.1007/s00500-012-0811-y","Article"
"Applying Petri Nets to Modeling of Many-Core Processor Self-Testing when Tests are Performed Randomly","Journal of Electronic Testing","","29","1","10.1007/s10836-012-5346-8","Viktor MashkovJiri BarillaPavel Simr","2013","http://link.springer.com/article/10.1007/s10836-012-5346-8","Article"
"Verifying distributed real-time properties of embedded systems via graph transformations and model checking","Real-Time Systems","","33","1 - 3","10.1007/s11241-006-6883-y","Gabor MadlSherif AbdelwahedDouglas C. Schmidt","2006","http://link.springer.com/article/10.1007/s11241-006-6883-y","Article"
"Reference-based fair MAC algorithm in Wi-Fi WLANs with capture effect","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-50","Jiwoong JeongSunwoong ChoiJoon Yoo","2013","http://link.springer.com/article/10.1186/1687-1499-2013-50","Article"
"Entropy-based template analysis in face biometric identification systems","Signal, Image and Video Processing","","7","3","10.1007/s11760-013-0451-4","Maria De MarsicoMichele NappiDaniel RiccioGenoveffa Tortora","2013","http://link.springer.com/article/10.1007/s11760-013-0451-4","Article"
"COVERAGE: detecting and reacting to worm epidemics using cooperation and validation","International Journal of Information Security","","6","6","10.1007/s10207-007-0032-z","Kostas G. AnagnostakisMichael B. GreenwaldSotiris IoannidisAngelos D. Keromytis","2007","http://link.springer.com/article/10.1007/s10207-007-0032-z","Article"
"Unequal Error Protection Techniques Based on Wyner-Ziv Coding","EURASIP Journal on Image and Video Processing","","2009","1","10.1155/2009/474689","Liang LiangPaul SalamaEdward J. Delp","2009","http://link.springer.com/article/10.1155/2009/474689","Article"
"An integrated view on monitoring and compensation for dynamic optical networks: from management to physical layer","Photonic Network Communications","","18","2","10.1007/s11107-008-0183-5","A. TeixeiraL. CostaG. FranzlS. AzodolmolkyI. TomkosK. VlachosS. ZsigmondT. CinklerG. Tosi-BeleffiP. GraveyT. LoukinaJ. A. LázaroC. VazquezJ. MontalvoE. Le Rouzic","2009","http://link.springer.com/article/10.1007/s11107-008-0183-5","Article"
"A comparative study of face landmarking techniques","EURASIP Journal on Image and Video Processing","","2013","1","10.1186/1687-5281-2013-13","Oya ÇeliktutanSezer UlukayaBülent Sankur","2013","http://link.springer.com/article/10.1186/1687-5281-2013-13","Article"
"Residue code based low cost SEU-tolerant fir filter design for OBP satellite communication systems","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-174","Wenhui YangZhen GaoXiang ChenMing ZhaoJing Wang","2012","http://link.springer.com/article/10.1186/1687-1499-2012-174","Article"
"Artificial neural networks for machining processes surface roughness modeling","The International Journal of Advanced Manufacturing Technology","","49","9 - 12","10.1007/s00170-009-2456-2","Fabricio J. PontesJoão R. FerreiraMessias B. SilvaAnderson P. PaivaPedro Paulo Balestrassi","2010","http://link.springer.com/article/10.1007/s00170-009-2456-2","Article"
"Boosting Projections to improve surface roughness prediction in high-torque milling operations","Soft Computing","","16","8","10.1007/s00500-012-0846-0","José-Francisco Díez-PastorAndres BustilloGuillem QuintanaCésar García-Osorio","2012","http://link.springer.com/article/10.1007/s00500-012-0846-0","Article"
"Cross-layer speculative architecture for end systems and gateways in computer networks with lossy links","Wireless Networks","","16","6","10.1007/s11276-009-0218-6","Haowei BaiDavid J. LiljaMohammed Atiquzzaman","2010","http://link.springer.com/article/10.1007/s11276-009-0218-6","Article"
"Concurrent Error Detection in Multiplexer-Based Multipliers for Normal Basis of GF(2
                m
              ) Using Double Parity Prediction Scheme","Journal of Signal Processing Systems","","58","2","10.1007/s11265-009-0361-4","Chiou-Yng LeeChe Wun ChiouJim-Min Lin","2010","http://link.springer.com/article/10.1007/s11265-009-0361-4","Article"
"Process quality improvement of a qualitative response with dynamic characteristic","The International Journal of Advanced Manufacturing Technology","","25","11 - 12","10.1007/s00170-003-1962-x","Kun-Lin Hsieh Assistant professorLee-Ing Tong","2005","http://link.springer.com/article/10.1007/s00170-003-1962-x","Article"
"Search State Compatibility Based Incremental Learning Framework and Output Deviation Based X-filling for Diagnostic Test Generation","Journal of Electronic Testing","","26","2","10.1007/s10836-010-5142-2","Maheshwar ChandrasekarNikhil P. RahagudeMichael S. Hsiao","2010","http://link.springer.com/article/10.1007/s10836-010-5142-2","Article"
"The reliability prediction of electronic packages – an expert systems approach","The International Journal of Advanced Manufacturing Technology","","27","3 - 4","10.1007/s00170-004-2181-9","Nathan GnanasambandamAnthony PrimaveraK. Srihari","2005","http://link.springer.com/article/10.1007/s00170-004-2181-9","Article"
"An integrated architecture for future car generations","Real-Time Systems","","36","1 - 2","10.1007/s11241-007-9015-4","Roman ObermaisserPhilipp PetiFulvio Tagliabo","2007","http://link.springer.com/article/10.1007/s11241-007-9015-4","Article"
"Automated visual inspection for surface appearance defects of varistors using an adaptive neuro-fuzzy inference system","The International Journal of Advanced Manufacturing Technology","","35","7 - 8","10.1007/s00170-006-0756-3","J. C. SuY. S. Tarng","2008","http://link.springer.com/article/10.1007/s00170-006-0756-3","Article"
"Non-parametric and integrated framework for segmenting and counting neuroblastic cells within neuroblastoma tumor images","Medical & Biological Engineering & Computing","","51","6","10.1007/s11517-013-1034-9","Siamak TafavoghKarla Felix NavarroDaniel R. CatchpoolePaul J. Kennedy","2013","http://link.springer.com/article/10.1007/s11517-013-1034-9","Article"
"Challenges for Semiconductor Test Engineering: A Review Paper","Journal of Electronic Testing","","28","3","10.1007/s10836-011-5276-x","Stefan R. VockOmar J. EscalonaColin TurnerFrank J. Owens","2012","http://link.springer.com/article/10.1007/s10836-011-5276-x","Article"
"A comparison of meta-heuristic search for interactive software design","Soft Computing","","17","11","10.1007/s00500-013-1039-1","C. L. SimonsJ. E. Smith","2013","http://link.springer.com/article/10.1007/s00500-013-1039-1","Article"
"Modelling condition-based maintenance to deliver a service to machine tool users","The International Journal of Advanced Manufacturing Technology","","52","9 - 12","10.1007/s00170-010-2760-x","Richard M. GreenoughTonci Grubic","2011","http://link.springer.com/article/10.1007/s00170-010-2760-x","Article"
"Improving the performance and accuracy of time series modeling based on autonomic computing systems","Journal of Ambient Intelligence and Humanized Computing","","2","1","10.1007/s12652-010-0028-9","Rodrigo Fernandes de Mello","2011","http://link.springer.com/article/10.1007/s12652-010-0028-9","Article"
"Optimizing the H.264/AVC Video Encoder Application Structure for Reconfigurable and Application-Specific Platforms","Journal of Signal Processing Systems","","60","2","10.1007/s11265-008-0304-5","Muhammad ShafiqueLars BauerJörg Henkel","2010","http://link.springer.com/article/10.1007/s11265-008-0304-5","Article"
"A New Buffer Algorithm for Speech Quality Improvement in VoIP Systems","Wireless Personal Communications","","45","2","10.1007/s11277-007-9408-7","Zizhi QiaoRamesh K. VenkatasubramanianLingfen SunEmmanuel C. Ifeachor","2008","http://link.springer.com/article/10.1007/s11277-007-9408-7","Article"
"Vision system for tracking handball players using fuzzy color processing","Machine Vision and Applications","","24","5","10.1007/s00138-012-0471-z","Catarina B. SantiagoArmando SousaLuis Paulo Reis","2013","http://link.springer.com/article/10.1007/s00138-012-0471-z","Article"
"Detailed Analysis of Compilation Options for Robust Software-based Embedded Systems","Journal of Electronic Testing","","29","2","10.1007/s10836-013-5371-2","S. BergaouiA. WecxsteenR. Leveugle","2013","http://link.springer.com/article/10.1007/s10836-013-5371-2","Article"
"A Prototyping Virtual Socket System-On-Platform Architecture with a Novel ACQPPS Motion Estimator for H.264 Video Encoding Applications","EURASIP Journal on Embedded Systems","","2009","1","10.1155/2009/105979","Yifeng QiuWael Badawy","2009","http://link.springer.com/article/10.1155/2009/105979","Article"
"Industrial application of a multitooth tool breakage detection system using spindle motor electrical power consumption","The International Journal of Advanced Manufacturing Technology","","46","5 - 8","10.1007/s00170-009-2119-3","Aníbal ReñonesJavier RodríguezLuis J. de Miguel","2010","http://link.springer.com/article/10.1007/s00170-009-2119-3","Article"
"Modeling of porous structures for rapid prototyping of tissue engineering scaffolds","The International Journal of Advanced Manufacturing Technology","","39","5 - 6","10.1007/s00170-007-1247-x","Antonio ArmillottaRalph Pelzer","2008","http://link.springer.com/article/10.1007/s00170-007-1247-x","Article"
"Process-Variation and Temperature Aware SoC Test Scheduling Technique","Journal of Electronic Testing","","29","4","10.1007/s10836-013-5374-z","Nima AghaeeZebo PengPetru Eles","2013","http://link.springer.com/article/10.1007/s10836-013-5374-z","Article"
"Microarray Image Processing and Quality Control","Journal of VLSI signal processing systems for signal, image and video technology","","38","3","10.1023/B:VLSI.0000042488.08307.ad","Anton PetrovSoheil Shams","2004","http://link.springer.com/article/10.1023/B%3AVLSI.0000042488.08307.ad","Article"
"An integrated modelling approach for R5–X4 mutation and HAART therapy assessment","Swarm Intelligence","","4","4","10.1007/s11721-010-0046-4","Anil SorathiyaAndrea BraccialiPietro Liò","2010","http://link.springer.com/article/10.1007/s11721-010-0046-4","Article"
"NodeWiz: Fault-tolerant grid information service","Peer-to-Peer Networking and Applications","","2","4","10.1007/s12083-009-0030-1","Sujoy BasuLauro Beltrão CostaFrancisco BrasileiroSujata BanerjeePuneet SharmaSung-Ju Lee","2009","http://link.springer.com/article/10.1007/s12083-009-0030-1","Article"
"Online intelligent monitoring and diagnosis of aircraft horizontal stabilizer assemble processes","The International Journal of Advanced Manufacturing Technology","","50","1 - 4","10.1007/s00170-009-2490-0","Shichang DuLifeng XiJianbo YuJiwen Sun","2010","http://link.springer.com/article/10.1007/s00170-009-2490-0","Article"
"Optimisation of opportunistic maintenance of a multi-component system considering the effect of failures on quality and production schedule: A case study","The International Journal of Advanced Manufacturing Technology","","69","5 - 8","10.1007/s00170-013-5122-7","Pravin P. TambeSatish MohiteMakarand S. Kulkarni","2013","http://link.springer.com/article/10.1007/s00170-013-5122-7","Article"
"Robust priority assignment for messages on Controller Area Network (CAN)","Real-Time Systems","","41","2","10.1007/s11241-008-9065-2","Robert I. DavisAlan Burns","2009","http://link.springer.com/article/10.1007/s11241-008-9065-2","Article"
"Continuous tool wear prediction based on Gaussian mixture regression model","The International Journal of Advanced Manufacturing Technology","","66","9 - 12","10.1007/s00170-012-4470-z","Guofeng WangLei QianZhiwei Guo","2013","http://link.springer.com/article/10.1007/s00170-012-4470-z","Article"
"Blind Signal Separation for Cognitive Radio","Journal of Signal Processing Systems","","63","1","10.1007/s11265-009-0400-1","Chia-han LeeWayne Wolf","2011","http://link.springer.com/article/10.1007/s11265-009-0400-1","Article"
"RepCIDN: A Reputation-based Collaborative Intrusion Detection Network to Lessen the Impact of Malicious Alarms","Journal of Network and Systems Management","","21","1","10.1007/s10922-012-9230-8","Manuel Gil PérezFélix Gómez MármolGregorio Martínez PérezAntonio F. Skarmeta Gómez","2013","http://link.springer.com/article/10.1007/s10922-012-9230-8","Article"
"GeoDTN+Nav: Geographic DTN Routing with Navigator Prediction for Urban Vehicular Environments","Mobile Networks and Applications","","15","1","10.1007/s11036-009-0181-6","Pei-Chun ChengKevin C. LeeMario GerlaJérôme Härri","2010","http://link.springer.com/article/10.1007/s11036-009-0181-6","Article"
"An Effective and Accurate Methodology for the Cell Internal Defect Diagnosis","Journal of Electronic Testing","","26","6","10.1007/s10836-010-5181-8","Aymen LadharMohamed Masmoudi","2010","http://link.springer.com/article/10.1007/s10836-010-5181-8","Article"
"An Adaptive Partial FCS Scheme to Enable the Corruption-aware Transport Protocols over IP Networks for Fourth Generation Wireless Communications","Wireless Personal Communications","","68","3","10.1007/s11277-011-0485-2","Lin CuiJingji JinXin CuiWoo Jin LeeZhaocheng Xuan","2013","http://link.springer.com/article/10.1007/s11277-011-0485-2","Article"
"Incorporating Student Covariates in Cognitive Diagnosis Models","Journal of Classification","","30","2","10.1007/s00357-013-9130-y","Elizabeth AyersSophia Rabe-HeskethRebecca Nugent","2013","http://link.springer.com/article/10.1007/s00357-013-9130-y","Article"
"Intrusion detection in voice over IP environments","International Journal of Information Security","","8","3","10.1007/s10207-008-0071-0","Yu-Sung WuVinita ApteSaurabh BagchiSachin GargNavjot Singh","2009","http://link.springer.com/article/10.1007/s10207-008-0071-0","Article"
"Improving yarn quality through multi-response optimisation of electronic yarn clearer in winding machine","The International Journal of Advanced Manufacturing Technology","","56","1 - 4","10.1007/s00170-011-3163-3","Susanta Kumar Gauri","2011","http://link.springer.com/article/10.1007/s00170-011-3163-3","Article"
"Physical layer capture aware MAC for WLANs","Wireless Networks","","19","4","10.1007/s11276-012-0483-7","Jiwoong JeongSunwoong ChoiJoon YooSuchul LeeChong-kwon Kim","2013","http://link.springer.com/article/10.1007/s11276-012-0483-7","Article"
"FAST: An RTL Fault Simulation Framework based on RTL-to-TLM Abstraction","Journal of Electronic Testing","","28","4","10.1007/s10836-012-5318-z","Nicola BombieriFranco FummiValerio Guarnieri","2012","http://link.springer.com/article/10.1007/s10836-012-5318-z","Article"
"Harvesting Altruism in Open-Source Software Development","Journal of Optimization Theory and Applications","","118","2","10.1023/A:1025455523489","E. HaruvyA. PrasadS.P. Sethi","2003","http://link.springer.com/article/10.1023/A%3A1025455523489","Article"
"Development and characterisation of error functions in design","Research in Engineering Design","","18","3","10.1007/s00163-007-0034-x","Y. M. GohC. A. McMahonJ. D. Booker","2007","http://link.springer.com/article/10.1007/s00163-007-0034-x","Article"
"An integrated high-level hardware/software partitioning methodology","Design Automation for Embedded Systems","","15","1","10.1007/s10617-010-9068-9","M. B. AbdelhalimS. E.-D. Habib","2011","http://link.springer.com/article/10.1007/s10617-010-9068-9","Article"
"Cross-layer mobile WiMAX MAC designs for the H.264/AVC scalable video coding","Wireless Networks","","16","1","10.1007/s11276-008-0118-1","Hung-Hui JuanHsiang-Chun HuangChingYao HuangTihao Chiang","2010","http://link.springer.com/article/10.1007/s11276-008-0118-1","Article"
"DSMeM Streaming: distributed system to mitigate the effects of performance anomaly and user mobility on IEEE 802.11 WLANs","Wireless Networks","","16","1","10.1007/s11276-008-0117-2","Manuel VilasRaquel SanchezXabiel G. PañedaDavid MelendiRoberto GarcíaVictor García","2010","http://link.springer.com/article/10.1007/s11276-008-0117-2","Article"
"A generic architecture model based-methodology for an efficient design of hardware/software application-specific multiprocessor System-on-Chip","Annales Des Télécommunications","","59","7 - 8","10.1007/BF03180022","Nacer-Eddine ZergainohAmer BaghdadiAhmed Amine Jerraya","2004","http://link.springer.com/article/10.1007/BF03180022","Article"
"Data fusion in ubiquitous networked robot systems for urban services","annals of telecommunications - annales des télécommunications","","67","7 - 8","10.1007/s12243-012-0311-1","Luis MerinoAndrew GilbertJesús CapitánRichard BowdenJohn IllingworthAníbal Ollero","2012","http://link.springer.com/article/10.1007/s12243-012-0311-1","Article"
"Defect-tolerant Logic with Nanoscale Crossbar Circuits","Journal of Electronic Testing","","23","2 - 3","10.1007/s10836-006-0547-7","Tad HoggGreg Snider","2007","http://link.springer.com/article/10.1007/s10836-006-0547-7","Article"
"Advanced spectrum sensing with parallel processing based on software-defined radio","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-228","Wei LiuDaan PareitEli De PoorterIngrid Moerman","2013","http://link.springer.com/article/10.1186/1687-1499-2013-228","Article"
"Balancing the Role of Priors in Multi-Observer Segmentation Evaluation","Journal of Signal Processing Systems","","55","1 - 3","10.1007/s11265-008-0215-5","Yaoyao ZhuXiaolei HuangWei WangDaniel LoprestiRodney LongSameer AntaniZhiyun XueGeorge Thoma","2009","http://link.springer.com/article/10.1007/s11265-008-0215-5","Article"
"Performance assessment of IP over vehicular delay-tolerant networks through the VDTN@Lab testbed","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-13","João AFF DiasJoão NG IsentoBruno MC SilvaVasco NGJ SoaresJoel JPC Rodrigues","2012","http://link.springer.com/article/10.1186/1687-1499-2012-13","Article"
"On-line and post-processing timestamp correspondence for free-running clock nodes, using a network clock","Real-Time Systems","","38","3","10.1007/s11241-007-9043-0","Olivier BezetVéronique Cherfaoui","2008","http://link.springer.com/article/10.1007/s11241-007-9043-0","Article"
"A Novel Fault Localization Technique Based on Deconvolution and Calibration of Power Pad Transients Signals","Journal of Electronic Testing","","25","2 - 3","10.1007/s10836-008-5092-0","Reza M. RadJim Plusquellic","2009","http://link.springer.com/article/10.1007/s10836-008-5092-0","Article"
"Identifying Control and Management Plane Poison Message Failure by K-Nearest Neighbor Method","Journal of Network and Systems Management","","14","2","10.1007/s10922-006-9027-8","Xiaojiang Du","2006","http://link.springer.com/article/10.1007/s10922-006-9027-8","Article"
"Development environments for autonomous mobile robots: A survey","Autonomous Robots","","22","2","10.1007/s10514-006-9013-8","James KramerMatthias Scheutz","2007","http://link.springer.com/article/10.1007/s10514-006-9013-8","Article"
"Influence of preforming on the quality of curved composite parts manufactured by flexible injection","International Journal of Material Forming","","6","3","10.1007/s12289-012-1090-y","Philippe CausseEdu RuizFrançois Trochu","2013","http://link.springer.com/article/10.1007/s12289-012-1090-y","Article"
"Leveraging component-based software engineering with Fraclet","annals of telecommunications - annales des télécommunications","","64","1 - 2","10.1007/s12243-008-0072-z","Romain RouvoyPhilippe Merle","2009","http://link.springer.com/article/10.1007/s12243-008-0072-z","Article"
"A Test-oriented Embedded System Production Methodology","Journal of Signal Processing Systems","","56","1","10.1007/s11265-008-0266-7","Michael SmithJames MillerSteve Daeninck","2009","http://link.springer.com/article/10.1007/s11265-008-0266-7","Article"
"Estimation of the information safety level of modern infocommunication networks on the basis of the logic-probability approach","Automation and Remote Control","","68","7","10.1134/S0005117907070053","A. N. Nazarov","2007","http://link.springer.com/article/10.1134/S0005117907070053","Article"
"On the Impact of Performance Faults in Modern Microprocessors","Journal of Electronic Testing","","29","3","10.1007/s10836-013-5360-5","Naghmeh KarimiMichail ManiatakosChandrasekharan (Chandra) TirumurtiYiorgos Makris","2013","http://link.springer.com/article/10.1007/s10836-013-5360-5","Article"
"A novel early SKIP mode detection method for coarse grain quality in H.264/SVC","EURASIP Journal on Image and Video Processing","","2013","1","10.1186/1687-5281-2013-2","Hao ZhangXiaoyu ZhuXuan He","2013","http://link.springer.com/article/10.1186/1687-5281-2013-2","Article"
"State-based scheduling with tree schedules: analysis and evaluation","Real-Time Systems","","48","4","10.1007/s11241-012-9151-3","Madhukar AnandSebastian FischmeisterInsup LeeLinh T. X. Phan","2012","http://link.springer.com/article/10.1007/s11241-012-9151-3","Article"
"Model-Based Design, Development and Validation for UAS Critical Software","Journal of Intelligent & Robotic Systems","","65","1 - 4","10.1007/s10846-011-9618-9","Daniel SantamaríaFrancisco AlarcónAntonio JiménezAntidio ViguriaManuel BéjarAníbal Ollero","2012","http://link.springer.com/article/10.1007/s10846-011-9618-9","Article"
"Intelligent beaconless geographical forwarding for urban vehicular environments","Wireless Networks","","19","3","10.1007/s11276-012-0470-z","Kayhan Zrar GhafoorKamalrulnizam Abu BakarJaime LloretRashid Hafeez KhokharKevin C. Lee","2013","http://link.springer.com/article/10.1007/s11276-012-0470-z","Article"
"Evolution of human-competitive lossless compression algorithms with GP-zip2","Genetic Programming and Evolvable Machines","","12","4","10.1007/s10710-011-9133-6","Ahmed KattanRiccardo Poli","2011","http://link.springer.com/article/10.1007/s10710-011-9133-6","Article"
"Glitch and Laser Fault Attacks onto a Secure AES Implementation on a SRAM-Based FPGA","Journal of Cryptology","","24","2","10.1007/s00145-010-9083-9","G. CanivetP. MaistriR. LeveugleJ. ClédièreF. ValetteM. Renaudin","2011","http://link.springer.com/article/10.1007/s00145-010-9083-9","Article"
"Feedrate optimisation/scheduling on sculptured surface machining: a comprehensive review, applications and future directions","The International Journal of Advanced Manufacturing Technology","","55","9 - 12","10.1007/s00170-010-3131-3","Mustafa KurtEyup Bagci","2011","http://link.springer.com/article/10.1007/s00170-010-3131-3","Article"
"Prediction of tool wear using regression and ANN models in end-milling operation","The International Journal of Advanced Manufacturing Technology","","37","1 - 2","10.1007/s00170-007-0948-5","P. PalanisamyI. RajendranS. Shanmugasundaram","2008","http://link.springer.com/article/10.1007/s00170-007-0948-5","Article"
"Multi-modal defect detection of residual oxide scale on a cold stainless steel strip","Machine Vision and Applications","","21","5","10.1007/s00138-010-0260-5","D. MartinD. M. GuineaM. C. García-AlegreE. VillanuevaD. Guinea","2010","http://link.springer.com/article/10.1007/s00138-010-0260-5","Article"
"A Formal Analysis of Fault Diagnosis with D-matrices","Journal of Electronic Testing","","23","4","10.1007/s10836-006-0628-7","J. W. SheppardS. G. W. Butcher","2007","http://link.springer.com/article/10.1007/s10836-006-0628-7","Article"
"DG2VHDL: A Tool to Facilitate the High Level Synthesis of Parallel Processing Array Architectures","Journal of VLSI signal processing systems for signal, image and video technology","","24","1","10.1023/A:1008122812813","Andrew StoneElias S. Manolakos","2000","http://link.springer.com/article/10.1023/A%3A1008122812813","Article"
"An Automated Fault Diagnosis System Using Hierarchical Reasoning and Alarm Correlation","Journal of Network and Systems Management","","9","2","10.1023/A:1011315125608","C. S. ChaoD. L. YangA. C. Liu","2001","http://link.springer.com/article/10.1023/A%3A1011315125608","Article"
"Adaptive QoS provision for IEEE 802.16e BWA networks based on cross-layer design","EURASIP Journal on Wireless Communications and Networking","","2011","1","10.1186/1687-1499-2011-69","Hongtao ZhangXiaoxiang WangZB QinGS KuoThomas Michael Bohnert","2011","http://link.springer.com/article/10.1186/1687-1499-2011-69","Article"
"An RTL Abstraction Technique for Processor Microarchitecture Validation and Test Generation","Journal of Electronic Testing","","16","1 - 2","10.1023/A:1008388623771","Jian ShenJacob A. Abraham","2000","http://link.springer.com/article/10.1023/A%3A1008388623771","Article"
"Multiple pheromone types and other extensions to the Ant-Miner classification rule discovery algorithm","Swarm Intelligence","","5","3 - 4","10.1007/s11721-011-0057-9","Khalid M. SalamaAshraf M. AbdelbarAlex A. Freitas","2011","http://link.springer.com/article/10.1007/s11721-011-0057-9","Article"
"RFTraffic: a study of passive traffic awareness using emitted RF noise from the vehicles","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-8","Yong DingBehnam BanitalebiTakashi MiyakiMichael Beigl","2012","http://link.springer.com/article/10.1186/1687-1499-2012-8","Article"
"Model-based techniques for the testing and diagnosis of micro-manufacturing devices and machines","The International Journal of Advanced Manufacturing Technology","","47","9 - 12","10.1007/s00170-009-2127-3","Piero LarizzaOrlando Petrone","2010","http://link.springer.com/article/10.1007/s00170-009-2127-3","Article"
"IC Cost Reduction by Applying Embedded Fault Tolerance for Soft Errors","Journal of Electronic Testing","","20","5","10.1023/B:JETT.0000042517.30698.ad","André K. NieuwlandRichard P. Kleihorst","2004","http://link.springer.com/article/10.1023/B%3AJETT.0000042517.30698.ad","Article"
"Accuracy Constraint Determination in Fixed-Point System Design","EURASIP Journal on Embedded Systems","","2008","1","10.1155/2008/242584","D MenardR SerizelR RocherO Sentieys","2008","http://link.springer.com/article/10.1155/2008/242584","Article"
"Logic Control and “Reactive” Systems: Algorithmization and Programming","Automation and Remote Control","","62","1","10.1023/A:1002837232103","A. A. Shalyto","2001","http://link.springer.com/article/10.1023/A%3A1002837232103","Article"
"A study on fault diagnosis and maintenance of CNC-WEDM based on binary relational analysis and expert system","The International Journal of Advanced Manufacturing Technology","","29","5 - 6","10.1007/BF02729101","Nitin K. LautreAlakesh Manna","2006","http://link.springer.com/article/10.1007/BF02729101","Article"
"Envelope dynamic analysis: a new approach for milling process monitoring","The International Journal of Advanced Manufacturing Technology","","62","5 - 8","10.1007/s00170-011-3814-4","Claudiu Florinel BisuMiron ZapciuOlivier CahucAlain GérardMarin Anica","2012","http://link.springer.com/article/10.1007/s00170-011-3814-4","Article"
"Selection of Strategies for Collision-free Motion in Multi-manipulator Systems","Journal of Intelligent and Robotic Systems","","38","1","10.1023/A:1026248112092","Margarita MediavillaJuan-Carlos FraileIgnacio J. GalindoM. Teresa González","2003","http://link.springer.com/article/10.1023/A%3A1026248112092","Article"
"Joint decision making for maintenance and production scheduling of production systems","The International Journal of Advanced Manufacturing Technology","","66","5 - 8","10.1007/s00170-012-4395-6","Seungchul LeeJun Ni","2013","http://link.springer.com/article/10.1007/s00170-012-4395-6","Article"
"Reconfigurable Computing for Digital Signal Processing: A Survey","Journal of VLSI signal processing systems for signal, image and video technology","","28","1 - 2","10.1023/A:1008155020711","Russell TessierWayne Burleson","2001","http://link.springer.com/article/10.1023/A%3A1008155020711","Article"
"Web-based remote monitoring and fault diagnosis system","The International Journal of Advanced Manufacturing Technology","","28","1 - 2","10.1007/s00170-004-2324-z","Xing WuJin ChenRuqiang LiFucai Li","2006","http://link.springer.com/article/10.1007/s00170-004-2324-z","Article"
