title$|$authors$|$year$|$citedCount$|$fulltext_url
Score adjustment for correction of pooling bias$|$William Webber,Laurence A. F. Park$|$2009$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1572018
Code optimization for code compression$|$Milenko Drinic,Darko Kirovski,Hoi Vo$|$2003$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=776296
Computing first passage time distributions in stochastic well-formed nets$|$Gianfranco Balbo,Marco Beccuti,Massimiliano De Pierro,Giuliana Franceschini$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1958754
A Blocking Strategy to Improve Gene Selection for Classification of Gene Expression Data$|$Gianluca Bontempi$|$2007$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1248812
Cork: dynamic memory leak detection for garbage-collected languages$|$Maria Jump,Kathryn S. McKinley$|$2007$|$47$|$http://dl.acm.org/ft_gateway.cfm?id=1190224
High quality expertise evidence for expert search$|$Craig Macdonald,David Hannah,Iadh Ounis$|$2008$|$17$|$
Efficiency and precision trade-offs in graph summary algorithms$|$Stephane Campinas,Renaud Delbru,Giovanni Tummarello$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2513654
Performance of an efficient sleep mode operation for IEEE 802.16m$|$Sangkyu Baek,Bong Dae Choi$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1837871
Project Data Incorporating Qualitative Factors for Improved Software Defect Prediction$|$Norman Fenton,Martin Neil,William Marsh,Peter Hearty,Lukasz Radlinski,Paul Krause$|$2007$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1269050
Verifying policy-based web services security$|$Karthikeyan Bhargavan,Cedric Fournet,Andrew D. Gordon$|$2008$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1391957
Defection detection: predicting search engine switching$|$Allison P. Heath,Ryen W. White$|$2008$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1367712
Brief announcement: weakest failure detectors via an egg-laying simulation$|$Antonio Fernandez Anta,Sergio Rajsbaum,Corentin Travers$|$2009$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1582770
Investigating the use of analysis contracts to support fault isolation in object oriented code$|$L. C. Briand,Y. Labiche,H. Sun$|$2002$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=566183
Analysis of collision probability in unsaturated situation$|$Qian Dong,Waltenegus Dargie$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1774247
HECTOR - scripting-based VR system design$|$Gordon Wetzstein,Moritz Gollner,Stephan Beck,Felix Weiszig,Sebastian Derkau,Jan P. Springer,Bernd Frohlich$|$2007$|$1$|$
Searching microblogs: coping with sparsity and document quality$|$Nasir Naveed,Thomas Gottron,Jerome Kunegis,Arifah Che Alhadi$|$2011$|$24$|$http://dl.acm.org/ft_gateway.cfm?id=2063607
High accuracy failure injection in parallel and distributed systems using virtualization$|$Thomas Herault,Thomas Largillier,Sylvain Peyronnet,Benjamin Quetier,Franck Cappello,Mathieu Jan$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1531774
Building ubiquitous and robust speech and natural language interfaces$|$Gary Geunbae Lee,Shimei Pan$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1216303
A Simulation Framework for Rapid Analysis of Reconfigurable Computing Systems$|$Casey Reardon,Eric Grobelny,Alan D. George,Gongyu Wang$|$2010$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1862655
Ferret: RFID localization for pervasive multimedia$|$Xiaotao Liu,Mark D. Corner,Prashant Shenoy$|$2006$|$17$|$
Finding failures by cluster analysis of execution profiles$|$William Dickinson,David Leon,Andy Podgurski$|$2001$|$73$|$http://dl.acm.org/ft_gateway.cfm?id=381509
Finding what's not there: a new approach to revealing neglected conditions in software$|$Ray-Yaung Chang,Andy Podgurski,Jiong Yang$|$2007$|$20$|$http://dl.acm.org/ft_gateway.cfm?id=1273486
Lightweight fault detection in parallelized programs$|$Min Feng,Li Tan,Rajiv Gupta$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2495907
An algorithmic approach to missing data problem in modeling human aspects in software development$|$Gul Calikli,Ayse Bener$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2499398
Mixing independent classifiers$|$Jan Drugowitsch,Alwyn M. Barry$|$2007$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1277278
Retrospective on Aurora$|$Hari Balakrishnan,Magdalena Balazinska,Don Carney,Ugur Cetintemel,Mitch Cherniack,Christian Convey,Eddie Galvez,Jon Salz,Michael Stonebraker,Nesime Tatbul,Richard Tibbetts,Stan Zdonik$|$2004$|$44$|$http://dl.acm.org/ft_gateway.cfm?id=1037093
A ubiquitous wireless video surveillance system based on pub/sub$|$Jiannong Cao,Xuefeng Liu,Steven Lai,Yang Zou,Jun Zhang,Yang Liu,Chisheng Zhang$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2030239
An experiment specification language for goal-driven, automated performance evaluations$|$Dennis Westermann,Jens Happe,Roozbeh Farahbod$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480561
Online implicit agent modelling$|$Nolan Bard,Michael Johanson,Neil Burch,Michael Bowling$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2484963
Asynchronous Byzantine consensus with 2f+1 processes$|$Miguel Correia,Giuliana S. Veronese,Lau Cheuk Lung$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1774187
Message broadcast using optical orthogonal codes in vehicular communication systems$|$Farzad Farnoud,Behnam Hassanabadi,Shahrokh Valaee$|$2007$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1577773
Evaluating the quality of dialogical argumentation in CSCL: moving beyond an analysis of formal structure$|$Douglas Clark,Victor Sampson,Armin Weinberger,Gijsbert Erkens$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1599603
Implementation of file interpolation detection system$|$Naomi Fujimura,Jin Mei$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1294073
Code-motion for API migration: fixing SQL injection vulnerabilities in Java$|$Aharon Abadi,Yishai A. Feldman,Mati Shomrat$|$2011$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1984734
Scenario space: characterizing coverage, quality, and failure of steering algorithms$|$Mubbasir Kapadia,Matt Wang,Shawn Singh,Glenn Reinman,Petros Faloutsos$|$2011$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=2019414
A tertiary study: experiences of conducting systematic literature reviews in software engineering$|$Salma Imtiaz,Muneera Bano,Naveed Ikram,Mahmood Niazi$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2461025
A distributed resource management scheme for load-balanced QoS provisioning in heterogeneous mobile wireless networks$|$Syed Zubair Ahmad,Muhammad Abdul Qadir,Mohammad Saeed Akbar$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1454598
2WIN: an efficient call admission control scheme for quality of service in broadband multimedia LEO satellite networks$|$Syed Rashid Ali Rizvi,Stephan Olariu,Mona El-Kadi Rizvi$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1404614
Compiler implementation in a formal logical framework$|$Jason Hickey,Aleksey Nogin,Adam Granicz$|$2003$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=976575
Analysis of requirements and specifications for a monitoring system to support the self-management of dementia patients at home$|$Stefanos Xefteris,Maria Haritou,Konstantinos Tserpes,Alessandro Serretti,Josep Ramon Llopart,Raffaella Calati,Theodora Varvarigou$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1839356
to catch a thief -- you need at least 8 frames per second: the impact of frame rates on user performance in a CCTV detection task$|$Hina Keval,M. Angela Sasse$|$2008$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1459527
A crash course on database queries$|$Jan Van den Bussche,Dirk Van Gucht,Stijn Vansummeren$|$2007$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=1265551
A practical mimicry attack against powerful system-call monitors$|$Chetan Parampalli,R. Sekar,Rob Johnson$|$2008$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1368334
Distributed agreement with optimal communication complexity$|$Seth Gilbert,Dariusz R. Kowalski$|$2010$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1873679
Adaptive dynamic priority scheduling for virtual desktop infrastructures$|$Jinho Hwang,Timothy Wood$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2330764
Detecting and correcting WiFi positioning errors$|$Yuki Tsuda,Quan Kong,Takuya Maekawa$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2493460
Requirements attributes to predict requirements related defects$|$Shelly Park,Frank Maurer,Armin Eberlein,Tak-Shing Fung$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1923953
Motion picture inpainting on aged films$|$Timothy K. Shih,Rong-Chi Chang,Yu-Ping Chen$|$2005$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1101215
Testing a binary space partitioning algorithm with metamorphic testing$|$Fei-Ching Kuo,Shuang Liu,T. Y. Chen$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1982502
Cheat detection and prevention in P2P MOGs$|$Kevin Huguenin,Amir Yahyavi,Bettina Kemme$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2157862
Reducing cache power with low-cost, multi-bit error-correcting codes$|$Chris Wilkerson,Alaa R. Alameldeen,Zeshan Chishti,Wei Wu,Dinesh Somasekhar,Shih-lien Lu$|$2010$|$36$|$http://dl.acm.org/ft_gateway.cfm?id=1815973
A study of interleaving coverage criteria$|$Shan Lu,Weihang Jiang,Yuanyuan Zhou$|$2007$|$18$|$http://dl.acm.org/ft_gateway.cfm?id=1287703
Improving student performance by evaluating how well students test their own programs$|$Stephen H. Edwards$|$2003$|$42$|$http://dl.acm.org/ft_gateway.cfm?id=1029995
Specification-driven directed test generation for validation of pipelined processors$|$Prabhat Mishra,Nikil Dutt$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1367051
An efficient fault detection algorithm for NAND flash memory$|$Tei-Wei Kuo,Po-Chun Huang,Yuan-Hao Chang,Chia-Ling Ko,Chih-Wen Hsueh$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1964146
Finding race conditions in Erlang with QuickCheck and PULSE$|$Koen Claessen,Michal Palka,Nicholas Smallbone,John Hughes,Hans Svensson,Thomas Arts,Ulf Wiger$|$2009$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1596574
Analyzing the economic efficiency of eBay-like online reputation reporting mechanisms$|$Chrysanthos Dellarocas$|$2001$|$52$|$http://dl.acm.org/ft_gateway.cfm?id=501177
SoCo: a social network aided context-aware recommender system$|$Xin Liu,Karl Aberer$|$2013$|$25$|$http://dl.acm.org/ft_gateway.cfm?id=2488457
An adaptive low-power transmission scheme for on-chip networks$|$Frederic Worm,Paolo Ienne,Patrick Thiran,Giovanni De Micheli$|$2002$|$37$|$http://dl.acm.org/ft_gateway.cfm?id=581221
High accuracy failure injection in parallel and distributed systems using virtualization$|$Thomas Herault,Thomas Largillier,Sylvain Peyronnet,Benjamin Quetier,Franck Cappello,Mathieu Jan$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1531774
Combining singular point and co-occurrence matrix for fingerprint classification$|$Geevar C. Zacharias,P. Sojan Lal$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1754299
Translation validation for an optimizing compiler$|$George C. Necula$|$2000$|$149$|$http://dl.acm.org/ft_gateway.cfm?id=349314
Analysis of requirements and specifications for a monitoring system to support the self-management of dementia patients at home$|$Stefanos Xefteris,Maria Haritou,Konstantinos Tserpes,Alessandro Serretti,Josep Ramon Llopart,Raffaella Calati,Theodora Varvarigou$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1839356
Reputation markets$|$Xiang Yan,Benjamin Van Roy$|$2008$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1403045
Case studies on fault detection effectiveness of model based test generation techniques$|$Amit Paradkar$|$2005$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1083286
Enhancing adaptive random testing in high dimensional input domains$|$F. C. Kuo,T. Y. Chen,H. Liu,W. K. Chan$|$2007$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1244316
Improving student performance by evaluating how well students test their own programs$|$Stephen H. Edwards$|$2003$|$42$|$http://dl.acm.org/ft_gateway.cfm?id=1029995
Path projection for user-centered static analysis tools$|$Yit Phang Khoo,Jeffrey S. Foster,Michael Hicks,Vibha Sazawal$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1512488
An information-theoretic analysis of quantum-dot cellular automata for defect tolerance$|$Jianwei Dai,Lei Wang,Fabrizio Lombardi$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1777402
Finding failures by cluster analysis of execution profiles$|$William Dickinson,David Leon,Andy Podgurski$|$2001$|$73$|$http://dl.acm.org/ft_gateway.cfm?id=381509
Quality Improvement of Clustering Engine in the Internet Based on Correlation$|$Po Chih Chen,Teng-Sheng Moh$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1331864
Optimal limited feedback technique for small size and low rate MIMO systems$|$Alireza Ghaderipoor,Chintha Tellambura$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1143684
Video deinterlacing with dynamic motion analysis and scene cut detection$|$Dmitriy Khvan,Gwanggil Jeon,Jechang Jeong$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2425886
Locally scalable randomized consensus for synchronous crash failures$|$Bogdan S. Chlebus,Dariusz R. Kowalski$|$2009$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1584063
Multiagent based interpolation system for traffic condition by estimation/learning$|$Tetsuo Morita,Junji Yano,Kouji Kagawa$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1838198
BlinkDB: queries with bounded errors and bounded response times on very large data$|$Sameer Agarwal,Barzan Mozafari,Aurojit Panda,Henry Milner,Samuel Madden,Ion Stoica$|$2013$|$45$|$http://dl.acm.org/ft_gateway.cfm?id=2465355
VizWiz: nearly real-time answers to visual questions$|$Jeffrey P. Bigham,Chandrika Jayant,Hanjie Ji,Greg Little,Andrew Miller,Robert C. Miller,Robin Miller,Aubrey Tatarowicz,Brandyn White,Samual White,Tom Yeh$|$2010$|$133$|$http://dl.acm.org/ft_gateway.cfm?id=1866080
Detecting defects in Erlang programs using static analysis$|$Konstantinos Sagonas$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1273926
Global Sensitivity Analysis of Predictor Models in Software Engineering$|$Stefan Wagner$|$2007$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1269051
Asynchronous Byzantine consensus with 2f+1 processes$|$Miguel Correia,Giuliana S. Veronese,Lau Cheuk Lung$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1774187
Path projection for user-centered static analysis tools$|$Yit Phang Khoo,Jeffrey S. Foster,Michael Hicks,Vibha Sazawal$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1512488
On the effect of localization errors on geographic face routing in sensor networks$|$Karim Seada,Ahmed Helmy,Ramesh Govindan$|$2004$|$34$|$http://dl.acm.org/ft_gateway.cfm?id=984633
HYRIWYG: leveraging personalization to elicit honest recommendations$|$Ana Cristina Bicharra Garcia,Martin Ekstrom,Hans Bjornsson$|$2004$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=988809
Improving network applications security: a new heuristic to generate stress testing data$|$Concettina Del Grosso,Giuliano Antoniol,Massimiliano Di Penta,Philippe Galinier,Ettore Merlo$|$2005$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1068185
A deterministic large-scale device-free passive localization system for wireless environments$|$Moustafa Seifeldin,Moustafa Youssef$|$2010$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1839355
An information-theoretic analysis of quantum-dot cellular automata for defect tolerance$|$Jianwei Dai,Lei Wang,Fabrizio Lombardi$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1777402
Cheat detection and prevention in P2P MOGs$|$Kevin Huguenin,Amir Yahyavi,Bettina Kemme$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2157862
Valuing computer science education research?$|$Tony Clear$|$2006$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1315806
Automating GUI testing for Android applications$|$Cuixiong Hu,Iulian Neamtiu$|$2011$|$35$|$http://dl.acm.org/ft_gateway.cfm?id=1982612
A Lightweight Method for Automated Design of Convergence in Network Protocols$|$Aly Farahat,Ali Ebnenasir$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2382574
Probabilistic detection of mobile targets in heterogeneous sensor networks$|$Loukas Lazos,Radha Poovendran,James A. Ritcey$|$2007$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1236426
High-level change detection in RDF(S) KBs$|$Vicky Papavasileiou,Giorgos Flouris,Irini Fundulaki,Dimitris Kotzinos,Vassilis Christophides$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2445584
Analysis of requirements and specifications for a monitoring system to support the self-management of dementia patients at home$|$Stefanos Xefteris,Maria Haritou,Konstantinos Tserpes,Alessandro Serretti,Josep Ramon Llopart,Raffaella Calati,Theodora Varvarigou$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1839356
Preventing shilling attacks in online recommender systems$|$Paul-Alexandru Chirita,Wolfgang Nejdl,Cristian Zamfir$|$2005$|$41$|$http://dl.acm.org/ft_gateway.cfm?id=1097061
An approach towards a full-reference-based benchmarking for quality-optimized endoscopic video stabilization systems$|$Marvin C. Offiah,Navya Amin,Thomas Gross,Nail El-Sourani,Markus Borschbach$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2425398
Capturing propagation of infected program states$|$Zhenyu Zhang,W. K. Chan,T. H. Tse,Bo Jiang,Xinming Wang$|$2009$|$26$|$http://dl.acm.org/ft_gateway.cfm?id=1595705
Rescaling reliability bounds for a new operational profile$|$Peter G Bishop$|$2002$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=566201
Beyond accuracy: evaluating recommender systems by coverage and serendipity$|$Mouzhi Ge,Carla Delgado-Battenfeld,Dietmar Jannach$|$2010$|$45$|$http://dl.acm.org/ft_gateway.cfm?id=1864761
Compressed bloom filters$|$Michael Mitzenmacher$|$2001$|$47$|$http://dl.acm.org/ft_gateway.cfm?id=384004
WiMax/802.16 threat analysis$|$Michel Barbeau$|$2005$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1089764
Liquid benchmarks: benchmarking-as-a-service$|$Sherif Sakr,Fabio Casati$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1998181
Finding race conditions in Erlang with QuickCheck and PULSE$|$Koen Claessen,Michal Palka,Nicholas Smallbone,John Hughes,Hans Svensson,Thomas Arts,Ulf Wiger$|$2009$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1596574
ResEval mash: a mashup tool for advanced research evaluation$|$Muhammad Imran,Felix Kling,Stefano Soi,Florian Daniel,Fabio Casati,Maurizio Marchese$|$2012$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2188049
Microarchitectural exploration with Liberty$|$Manish Vachharajani,Neil Vachharajani,David A. Penry,Jason A. Blome,David I. August$|$2002$|$51$|$http://dl.acm.org/ft_gateway.cfm?id=774891
Predicting completion times of batch query workloads using interaction-aware models and simulation$|$Mumtaz Ahmad,Songyun Duan,Ashraf Aboulnaga,Shivnath Babu$|$2011$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1951419
Recognizing and responding to "bad smells" in extreme programming$|$Amr Elssamadisy,Gregory Schalliol$|$2002$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=581418
Conceptual linking of FCS C4ISR systems performance to information quality and force effectiveness using the CASTFOREM high resolution combat model$|$H. Todd Minners,Douglas C. Mackey$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1218335
Combining singular point and co-occurrence matrix for fingerprint classification$|$Geevar C. Zacharias,P. Sojan Lal$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1754299
Case studies on fault detection effectiveness of model based test generation techniques$|$Amit Paradkar$|$2005$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1083286
Computer vision technologies for monitoring system in tele-physiotherapy$|$Panachit Kittipanya-ngam,Xinguo Yu,How-Lung Eng$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1592718
Cost-effective soft-error protection for SRAM-based structures in GPGPUs$|$Jingweijia Tan,Zhi Li,Xin Fu$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2482804
Enhancing adaptive random testing in high dimensional input domains$|$F. C. Kuo,T. Y. Chen,H. Liu,W. K. Chan$|$2007$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1244316
Estimation of recording location using audio watermarking$|$Yuta Nakashima,Ryuki Tachibana,Masafumi Nishimura,Noboru Babaguchi$|$2006$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1161385
Using Checksums to Detect Number Entry Error$|$Sarah Wiseman,Anna L. Cox,Duncan P. Brumby,Sandy J.J. Gould,Sarah O'Carroll$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2481332
SpeQuloS: a QoS service for BoT applications using best effort distributed computing infrastructures$|$Simon Delamare,Gilles Fedak,Derrick Kondo,Oleg Lodygensky$|$2012$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=2287106
Regularized recursive least squares for anomaly detection in sparse channel tracking applications$|$Behtash Babadi,Vahid Tarokh$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2103437
VizWiz: nearly real-time answers to visual questions$|$Jeffrey P. Bigham,Chandrika Jayant,Hanjie Ji,Greg Little,Andrew Miller,Robert C. Miller,Robin Miller,Aubrey Tatarowicz,Brandyn White,Samual White,Tom Yeh$|$2010$|$133$|$http://dl.acm.org/ft_gateway.cfm?id=1866080
WiMax/802.16 threat analysis$|$Michel Barbeau$|$2005$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1089764
A stochastic perturbative approach to design a defect-aware thresholder in the sense amplifier of crossbar memories$|$M. Haykel Ben Jamaa,David Atienza,Yusuf Leblebici,Giovanni De Micheli$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1509819
Towards specifying constraints for object-oriented frameworks$|$Daqing Hou,H. James Hoover$|$2001$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=782101
Developing cost-effective model-based techniques for GUI testing$|$Qing Xie$|$2006$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1134473
Evaluating collaborative filtering recommender systems$|$Jonathan L. Herlocker,Joseph A. Konstan,Loren G. Terveen,John T. Riedl$|$2003$|$987$|$http://dl.acm.org/ft_gateway.cfm?id=963772
Unobtrusive physiological monitoring in an airplane seat$|$Johannes Schumm,Cornelia Setz,Marc Bachlin,Marcel Bachler,Bert Arnrich,Gerhard Troster$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1851904
Tools to generate and check consistency of model classes for Java PathFinder$|$Matteo Ceccarello,Nastaran Shafiei$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2382796
Comprehensive QoS monitoring of Web services and event-based SLA violation detection$|$Anton Michlmayr,Florian Rosenberg,Philipp Leitner,Schahram Dustdar$|$2009$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1657756
Reshuffle-based interior scene synthesis$|$Hualiang Xie,Wenzhuo Xu,Bin Wang$|$2013$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2534352
Simulation modeling of the level of use of e-health system and optimization of its effect on patient quality of life$|$Abhik Bhattacharya,David H. Gustafson$|$2005$|$0$|$
On the effect of localization errors on geographic face routing in sensor networks$|$Karim Seada,Ahmed Helmy,Ramesh Govindan$|$2004$|$34$|$http://dl.acm.org/ft_gateway.cfm?id=984633
ESoftCheck: Removal of Non-vital Checks for Fault Tolerance$|$Jing Yu,Maria Jesus Garzaran,Marc Snir$|$2009$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1545051
Change-aware preemption prioritization$|$Vilas Jagannath,Qingzhou Luo,Darko Marinov$|$2011$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=2001437
Not all wireless sensor networks are created equal: A comparative study on tunnels$|$Luca Mottola,Gian Pietro Picco,Matteo Ceriotti,Stefan Guna,Amy L. Murphy$|$2010$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1824771
Load balancing for the management of service performance in open service markets: a customer-oriented approach$|$Dirk Thien$|$2002$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=508965
Radar signature in multiple target tracking system for driver assistant application$|$Haisheng Liu,Smail Niar$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2485502
Online strategies for dynamic power management in systems with multiple power-saving states$|$Sandy Irani,Sandeep Shukla,Rajesh Gupta$|$2003$|$51$|$http://dl.acm.org/ft_gateway.cfm?id=860180
Optimal message-driven implementations of omega with mute processes$|$Martin Biely,Josef Widder$|$2009$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1462191
Diagnosing meaning errors in short answers to reading comprehension questions$|$Stacey Bailey,Detmar Meurers$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1631849
Accuracy of link status detection in wireless multi-hop networks$|$Bratislav Milic,Miroslaw Malek$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1868543
Online implicit agent modelling$|$Nolan Bard,Michael Johanson,Neil Burch,Michael Bowling$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2484963
Implementation of file interpolation detection system$|$Naomi Fujimura,Jin Mei$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1294073
The effect of sparsity on collaborative filtering metrics$|$Jesus Bobadilla,Francisco Serradilla$|$2008$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1862686
PEDS: a parallel error detection scheme for TCAM devices$|$Anat Bremler-Barr,David Hay,Danny Hendler,Ron M. Roth$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1959414
A learning-based method for combining testing techniques$|$Domenico Cotroneo,Roberto Pietrantuono,Stefano Russo$|$2013$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2486808
Developing interactive web applications with the Google Web Toolkit$|$Ryan McFall,Charles Cusack$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1619228
Impact of video frame rate on communicative behaviour in two and four party groups$|$Matthew Jackson,Anne H. Anderson,Rachel McEwan,Jim Mullin$|$2000$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=358945
Code optimization for code compression$|$Milenko Drinic,Darko Kirovski,Hoi Vo$|$2003$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=776296
Qos modeling for performance evaluation over evolved 3g networks$|$Gerardo Gomez,Javier Poncela Gonzalez,M. Carmen Aguayo-Torres,Jose F. Paris,Jose T. Entrambasaguas$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1298266
Evaluating collaborative filtering recommender systems$|$Jonathan L. Herlocker,Joseph A. Konstan,Loren G. Terveen,John T. Riedl$|$2003$|$987$|$http://dl.acm.org/ft_gateway.cfm?id=963772
Evaluating state-space abstractions in extensive-form games$|$Michael Johanson,Neil Burch,Richard Valenzano,Michael Bowling$|$2013$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=2484965
Data cache locking for tight timing calculations$|$Xavier Vera,Bjorn Lisper,Jingling Xue$|$2007$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=1324973
Link prediction approach to collaborative filtering$|$Zan Huang,Xin Li,Hsinchun Chen$|$2005$|$39$|$http://dl.acm.org/ft_gateway.cfm?id=1065415
